gameId,playId,frameId,frames_since_snap,rusher_nflId,rusher_name,rusher_pos,d,closing_spd,etbc_raw,etbc
2021092600,3387,6,0,44829,Jonathan Allen,DT,5.872180174347511,0.002907267966830081,2019.8276324525395,10
2021092600,3387,7,1,44829,Jonathan Allen,DT,5.862849136725249,0.04436781828618541,132.14192996617854,10
2021092600,3387,8,2,44829,Jonathan Allen,DT,5.847811556471357,0.15997800909468626,36.55384630402676,10
2021092600,3387,9,3,44829,Jonathan Allen,DT,5.799284438618269,0.4217846972949563,13.749395072440947,10
2021092600,3387,10,4,44829,Jonathan Allen,DT,5.736287998348759,0.6201385685458979,9.250010061137171,9.250010061137171
2021092600,3387,11,5,44829,Jonathan Allen,DT,5.659346251997665,0.6877757996528084,8.228475405582055,8.228475405582055
2021092600,3387,12,6,44829,Jonathan Allen,DT,5.554979747937881,0.8118387636455309,6.842466751641,6.842466751641
2021092600,3387,13,7,44829,Jonathan Allen,DT,5.462471967891462,0.8087829028597484,6.753940950750677,6.753940950750677
2021092600,3387,14,8,44829,Jonathan Allen,DT,5.371638483740315,0.8135846939637194,6.602433063938462,6.602433063938462
2021092600,3387,15,9,44829,Jonathan Allen,DT,5.28160013632233,0.770018061244773,6.859060069038326,6.859060069038326
2021092600,3387,16,10,44829,Jonathan Allen,DT,5.197730273879163,0.7030809308059216,7.392790852571059,7.392790852571059
2021092600,3387,17,11,44829,Jonathan Allen,DT,5.114938904815972,0.6550818242651055,7.8080916235984645,7.8080916235984645
2021092600,3387,18,12,44829,Jonathan Allen,DT,5.0519402213407085,0.6293050036224097,8.027808760872226,8.027808760872226
2021092600,3387,19,13,44829,Jonathan Allen,DT,4.970030180994877,0.6375934012041006,7.794983717850488,7.794983717850488
2021092600,3387,20,14,44829,Jonathan Allen,DT,4.871796383265625,0.7673954216052166,6.348482472145763,6.348482472145763
2021092600,3387,21,15,44829,Jonathan Allen,DT,4.773195994299834,0.9292441622639447,5.1366435089253155,5.1366435089253155
2021092600,3387,22,16,44829,Jonathan Allen,DT,4.661544808322663,1.0765045667585669,4.330260132903023,4.330260132903023
2021092600,3387,23,17,44829,Jonathan Allen,DT,4.554053139786576,1.1087646672881109,4.107321665403694,4.107321665403694
2021092600,3387,24,18,44829,Jonathan Allen,DT,4.438468204234429,1.1583802340508838,3.8316159700973125,3.8316159700973125
2021092600,3387,25,19,44829,Jonathan Allen,DT,4.304985481973198,1.2912782497321567,3.3338945210810755,3.3338945210810755
2021092600,3387,26,20,44829,Jonathan Allen,DT,4.162499249249181,1.3614024076447018,3.057508364812227,3.057508364812227
