gameId,playId,blocker_nflId,blocker_name,blocker_pos,rusher_nflId,n_frames,median_etbc,mean_etbc,min_etbc,pressure_allowed
2021090900,97,40151,Ryan Jensen,C,44955,8,10,9.804113341003923,8.716252341751767,0
2021090900,97,42377,Donovan Smith,T,42403,26,2.406276051413447,3.5946559931624655,1.4193990505048435,1
2021090900,97,42404,Ali Marpet,G,44955,8,10,9.804113341003923,8.716252341751767,0
2021090900,97,46163,Alex Cappa,G,53441,30,3.2647519239430007,4.846451891337557,1.2653755580394015,1
2021090900,97,52421,Tristan Wirfs,T,53441,30,3.2647519239430007,4.846451891337557,1.2653755580394015,1
2021090900,137,37082,Tyron Smith,T,35454,23,7.647739266401351,7.776965871261465,4.539460473238472,0
2021090900,137,42654,La'el Collins,T,40074,22,10,8.081365204822655,3.85037622838638,0
2021090900,137,46119,Connor Williams,G,35441,27,4.61562831222777,5.707229948133664,3.2211617409172173,0
2021090900,137,47873,Connor McGovern,G,46081,19,2.1627891686945775,4.062303693377026,1.3098135842462697,0
2021090900,137,52554,Tyler Biadasz,C,35441,27,4.61562831222777,5.707229948133664,3.2211617409172173,0
2021090900,187,37082,Tyron Smith,T,35454,21,4.986057628190293,5.950214705383228,2.4030253169394213,0
2021090900,187,42654,La'el Collins,T,35441,19,9.482378563927025,7.734493617284573,4.503397876080996,0
2021090900,187,46119,Connor Williams,G,46081,18,6.330788860045205,6.649455556167913,3.337687466341487,0
2021090900,187,47873,Connor McGovern,G,35441,19,9.482378563927025,7.734493617284573,4.503397876080996,0
2021090900,187,52554,Tyler Biadasz,C,46081,18,6.330788860045205,6.649455556167913,3.337687466341487,0
2021090900,282,37082,Tyron Smith,T,34777,4,10,10,10,0
2021090900,282,42654,La'el Collins,T,40074,11,4.128377179676231,5.6101147273010765,1.6449266837968788,0
2021090900,282,45532,Blake Jarwin,TE,46132,23,2.437838823823341,4.210160146210753,1.431950562714791,0
2021090900,282,46119,Connor Williams,G,34777,4,10,10,10,0
2021090900,282,46206,Dalton Schultz,TE,41915,21,4.887381697159575,5.508916621605902,2.0495943664490026,0
2021090900,282,47873,Connor McGovern,G,40074,11,4.128377179676231,5.6101147273010765,1.6449266837968788,0
2021090900,282,52554,Tyler Biadasz,C,42560,10,5.767111130275872,6.89844762673361,4.906185089228678,0
2021090900,349,37082,Tyron Smith,T,46081,24,2.2493127745591344,3.202183763921708,0.48559895579558576,0
2021090900,349,42654,La'el Collins,T,35441,23,4.724762430805004,5.727050693907135,3.3319256013584004,0
2021090900,349,43293,Ezekiel Elliott,RB,38588,24,1.503756732600849,2.4895763612913684,1.115344098065329,1
2021090900,349,46119,Connor Williams,G,35454,12,10,8.695485563545223,5.967393035240538,0
2021090900,349,47873,Connor McGovern,G,41915,17,9.072507722919136,8.678103491460632,6.133938112944366,0
2021090900,349,52554,Tyler Biadasz,C,35454,12,10,8.695485563545223,5.967393035240538,0
2021090900,410,40151,Ryan Jensen,C,53504,7,10,9.483703821391899,7.86023021735542,0
2021090900,410,42377,Donovan Smith,T,53441,17,3.55230993472941,5.011460787448252,1.1776988297261588,0
2021090900,410,42404,Ali Marpet,G,42403,17,3.857116987856758,4.674115574995174,1.4777649528689207,0
2021090900,410,46163,Alex Cappa,G,44955,17,5.555715769992985,5.641806812285913,1.8012470743114872,0
2021090900,410,52421,Tristan Wirfs,T,41263,17,3.1046380869036354,4.3997354685496,1.5205939776722053,0
2021090900,434,42377,Donovan Smith,T,42403,18,3.07012086701614,4.54066566316538,1.6163482568298864,0
2021090900,434,42404,Ali Marpet,G,53504,16,10,7.523841060503821,2.275934004915365,0
2021090900,434,44816,Leonard Fournette,RB,53441,18,2.704423010160618,3.0572278566340128,2.0446592275211204,0
2021090900,434,46163,Alex Cappa,G,44955,9,10,10,10,0
2021090900,434,52421,Tristan Wirfs,T,41263,18,3.0405381106170895,4.336564022647154,1.986177309589788,0
2021090900,456,40151,Ryan Jensen,C,41263,23,4.576845044209998,5.416698940874554,2.98737865508802,0
2021090900,456,42377,Donovan Smith,T,42403,26,1.7551875852020888,3.2484789103973255,1.0690357937661463,0
2021090900,456,42404,Ali Marpet,G,53504,20,5.421531928273998,5.615374303373849,1.9373831772163896,0
2021090900,456,46163,Alex Cappa,G,44955,8,6.786772357173316,7.08961276018704,4.370259734410329,0
2021090900,456,52421,Tristan Wirfs,T,41263,23,4.576845044209998,5.416698940874554,2.98737865508802,0
2021090900,480,40151,Ryan Jensen,C,41363,23,10,8.61291285840947,3.654790451096982,0
2021090900,480,42377,Donovan Smith,T,46185,26,2.637215507114804,3.863098613421288,1.467342155891298,0
2021090900,480,42404,Ali Marpet,G,53621,29,3.1806972302886987,4.927580538849264,2.138282913661933,0
2021090900,480,46163,Alex Cappa,G,41363,23,10,8.61291285840947,3.654790451096982,0
2021090900,480,52421,Tristan Wirfs,T,44892,35,2.811999712549324,4.253754919939187,1.916442247811024,0
2021090900,509,40151,Ryan Jensen,C,41363,23,10,8.006394442542893,3.8297175670143737,0
2021090900,509,42377,Donovan Smith,T,46185,27,5.682568583482201,5.2539975252497895,0.8787405270167529,0
2021090900,509,42404,Ali Marpet,G,53621,20,5.501191630075051,5.540350861175579,1.362392870128173,0
2021090900,509,46163,Alex Cappa,G,41363,23,10,8.006394442542893,3.8297175670143737,0
2021090900,509,52421,Tristan Wirfs,T,44892,28,2.7112352697426445,3.986523007949394,1.4824092292543665,0
2021090900,559,40151,Ryan Jensen,C,41263,22,8.753963745084004,8.0460001340387,2.3414724148472734,0
2021090900,559,42377,Donovan Smith,T,42403,25,4.118271654374411,5.451521810750593,1.85690782423792,0
2021090900,559,42404,Ali Marpet,G,53504,14,3.5475043789658445,5.147716034785768,0.9056389029172056,0
2021090900,559,46163,Alex Cappa,G,44955,19,10,8.05087726247605,3.970373323119706,0
2021090900,559,52421,Tristan Wirfs,T,41263,22,8.753963745084004,8.0460001340387,2.3414724148472734,0
2021090900,583,35481,Rob Gronkowski,TE,41263,21,4.675947028379414,4.903077694539153,1.7436887209149523,0
2021090900,583,40151,Ryan Jensen,C,44955,20,10,8.995004592863436,5.431838136172548,0
2021090900,583,42377,Donovan Smith,T,42403,20,4.1933459506671245,5.5417928489605766,2.027743944660858,0
2021090900,583,42404,Ali Marpet,G,41263,21,4.675947028379414,4.903077694539153,1.7436887209149523,0
2021090900,583,44816,Leonard Fournette,RB,41263,21,4.675947028379414,4.903077694539153,1.7436887209149523,0
2021090900,583,46163,Alex Cappa,G,41363,21,8.351554273823703,7.884663046754809,4.485364764315437,0
2021090900,583,52421,Tristan Wirfs,T,41363,21,8.351554273823703,7.884663046754809,4.485364764315437,0
2021090900,687,37082,Tyron Smith,T,35454,23,4.292361908390769,5.794016436576085,2.185217285326123,0
2021090900,687,42654,La'el Collins,T,41915,19,5.38179584946586,6.49476279577833,3.7245140284287417,0
2021090900,687,46119,Connor Williams,G,35441,23,4.975494504582396,5.35419326473122,3.5880662264228977,0
2021090900,687,47873,Connor McGovern,G,46081,23,3.975772608385722,5.118523659263205,0.6335405118546504,0
2021090900,687,52554,Tyler Biadasz,C,35441,23,4.975494504582396,5.35419326473122,3.5880662264228977,1
2021090900,735,37082,Tyron Smith,T,35441,4,10,10,10,0
2021090900,735,42654,La'el Collins,T,46081,9,10,10,10,0
2021090900,735,46119,Connor Williams,G,35441,4,10,10,10,0
2021090900,735,47873,Connor McGovern,G,35454,11,10,10,10,0
2021090900,735,52554,Tyler Biadasz,C,46081,9,10,10,10,0
2021090900,764,37082,Tyron Smith,T,35454,12,10,9.190438052708611,6.727292166429303,0
2021090900,764,47873,Connor McGovern,G,46081,3,10,10,10,0
2021090900,764,52554,Tyler Biadasz,C,46081,3,10,10,10,0
2021090900,788,37082,Tyron Smith,T,35454,14,7.863519442068368,6.970288315188826,1.940980874447479,0
2021090900,788,42654,La'el Collins,T,53461,14,5.76241012143203,6.635818113457334,4.050847915928102,0
2021090900,788,46119,Connor Williams,G,40074,14,5.79433951116194,6.468867002962798,5.012526690733091,0
2021090900,788,47873,Connor McGovern,G,34777,14,10,9.968307603594523,9.55630645032333,0
2021090900,788,52554,Tyler Biadasz,C,42560,14,4.976532576041542,5.93341419265414,3.942545209237139,1
2021090900,869,35481,Rob Gronkowski,TE,44892,16,6.886485712962702,6.032224494995009,0.9432397522373204,0
2021090900,869,40151,Ryan Jensen,C,53621,3,10,9.59546780156986,8.78640340470958,0
2021090900,869,42377,Donovan Smith,T,53441,22,4.205072824937329,4.7264571920110505,2.9022190147277502,0
2021090900,869,42404,Ali Marpet,G,46185,11,3.938842588800522,5.220534982976466,2.417690627620842,0
2021090900,869,46163,Alex Cappa,G,53621,3,10,9.59546780156986,8.78640340470958,0
2021090900,869,52421,Tristan Wirfs,T,41363,2,10,10,10,0
2021090900,925,40151,Ryan Jensen,C,41363,3,10,10,10,0
2021090900,925,42377,Donovan Smith,T,46185,28,6.705625481052147,5.185094675796951,0,1
2021090900,925,42404,Ali Marpet,G,53621,12,3.464748556029736,5.401911751274129,2.0238950378444303,0
2021090900,925,46163,Alex Cappa,G,41363,3,10,10,10,0
2021090900,925,52421,Tristan Wirfs,T,44892,17,3.5335306624887743,4.957541191456102,2.1091279979551287,0
2021090900,947,40151,Ryan Jensen,C,46185,16,10,8.965246989779136,5.69802806891585,0
2021090900,947,42377,Donovan Smith,T,53504,27,4.803860696693289,5.604483202780533,1.7822213649042309,0
2021090900,947,42404,Ali Marpet,G,53504,27,4.803860696693289,5.604483202780533,1.7822213649042309,0
2021090900,947,46163,Alex Cappa,G,46185,16,10,8.965246989779136,5.69802806891585,0
2021090900,947,52421,Tristan Wirfs,T,41263,39,6.196690819838865,6.63015144997467,2.6965096469119407,0
2021090900,1078,37082,Tyron Smith,T,35454,28,3.2218504121005465,5.207497972801009,2.151205013934279,0
